Year,Country,Region,Age,Sex,Method of suicide,Value
2016,England and Wales,,35 to 39,Female,,4.2
2000,England and Wales,,40 to 44,Female,,5.9
2001,England and Wales,,40 to 44,Female,,5.9
2002,England and Wales,,40 to 44,Female,,5.7
2003,England and Wales,,40 to 44,Female,,6.3
2004,England and Wales,,40 to 44,Female,,7.1
2005,England and Wales,,40 to 44,Female,,6.2
2006,England and Wales,,40 to 44,Female,,4.4
2007,England and Wales,,40 to 44,Female,,5
2008,England and Wales,,40 to 44,Female,,5.4
2009,England and Wales,,40 to 44,Female,,6
2010,England and Wales,,40 to 44,Female,,5.4
2011,England and Wales,,40 to 44,Female,,5.7
2012,England and Wales,,40 to 44,Female,,5.9
2013,England and Wales,,40 to 44,Female,,5.8
2014,England and Wales,,40 to 44,Female,,6.3
2015,England and Wales,,40 to 44,Female,,5.3
2016,England and Wales,,40 to 44,Female,,6.1
2000,England and Wales,,45 to 49,Female,,7.7
2001,England and Wales,,45 to 49,Female,,5.6
2002,England and Wales,,45 to 49,Female,,6.1
2003,England and Wales,,45 to 49,Female,,6.9
2004,England and Wales,,45 to 49,Female,,7.6
2005,England and Wales,,45 to 49,Female,,7.2
2006,England and Wales,,45 to 49,Female,,7.3
2007,England and Wales,,45 to 49,Female,,6.5
2008,England and Wales,,45 to 49,Female,,5.9
2009,England and Wales,,45 to 49,Female,,6.5
2010,England and Wales,,45 to 49,Female,,6.2
2011,England and Wales,,45 to 49,Female,,6.2
2012,England and Wales,,45 to 49,Female,,7.2
2013,England and Wales,,45 to 49,Female,,7
2014,England and Wales,,45 to 49,Female,,6.5
2015,England and Wales,,45 to 49,Female,,6.8
2016,England and Wales,,45 to 49,Female,,6
2000,England and Wales,,50 to 54,Female,,6.7
2001,England and Wales,,50 to 54,Female,,6.9
2002,England and Wales,,50 to 54,Female,,6.4
2003,England and Wales,,50 to 54,Female,,7.4
2004,England and Wales,,50 to 54,Female,,6.4
2005,England and Wales,,50 to 54,Female,,7.8
2006,England and Wales,,50 to 54,Female,,6.7
2007,England and Wales,,50 to 54,Female,,5.9
2008,England and Wales,,50 to 54,Female,,7.5
2009,England and Wales,,50 to 54,Female,,5.4
2010,England and Wales,,50 to 54,Female,,6.7
2011,England and Wales,,50 to 54,Female,,7.1
2012,England and Wales,,50 to 54,Female,,6.7
2013,England and Wales,,50 to 54,Female,,6.3
2014,England and Wales,,50 to 54,Female,,7.5
2015,England and Wales,,50 to 54,Female,,8.1
2016,England and Wales,,50 to 54,Female,,8
2000,England and Wales,,55 to 59,Female,,7.2
2001,England and Wales,,55 to 59,Female,,6.5
2002,England and Wales,,55 to 59,Female,,6.1
2003,England and Wales,,55 to 59,Female,,5.9
2004,England and Wales,,55 to 59,Female,,6.5
2005,England and Wales,,55 to 59,Female,,6.5
2006,England and Wales,,55 to 59,Female,,6.5
2007,England and Wales,,55 to 59,Female,,4.9
2008,England and Wales,,55 to 59,Female,,5.9
2009,England and Wales,,55 to 59,Female,,6.3
2010,England and Wales,,55 to 59,Female,,5.5
2011,England and Wales,,55 to 59,Female,,6.6
2012,England and Wales,,55 to 59,Female,,5.7
2013,England and Wales,,55 to 59,Female,,6
2014,England and Wales,,55 to 59,Female,,5.9
2015,England and Wales,,55 to 59,Female,,6
2016,England and Wales,,55 to 59,Female,,6.1
2000,England and Wales,,60 to 64,Female,,5.1
2001,England and Wales,,60 to 64,Female,,6.2
2002,England and Wales,,60 to 64,Female,,5
2003,England and Wales,,60 to 64,Female,,5
2004,England and Wales,,60 to 64,Female,,5.3
2005,England and Wales,,60 to 64,Female,,5.3
2006,England and Wales,,60 to 64,Female,,6.4
2007,England and Wales,,60 to 64,Female,,5
2008,England and Wales,,60 to 64,Female,,4.2
2009,England and Wales,,60 to 64,Female,,5.3
2010,England and Wales,,60 to 64,Female,,5.2
2011,England and Wales,,60 to 64,Female,,4.7
2012,England and Wales,,60 to 64,Female,,4.5
2013,England and Wales,,60 to 64,Female,,3.8
2014,England and Wales,,60 to 64,Female,,4.9
2015,England and Wales,,60 to 64,Female,,6.2
2016,England and Wales,,60 to 64,Female,,4.8
2000,England and Wales,,65 to 69,Female,,6
2001,England and Wales,,65 to 69,Female,,4.4
2002,England and Wales,,65 to 69,Female,,5
2003,England and Wales,,65 to 69,Female,,4.2
2004,England and Wales,,65 to 69,Female,,5.7
2005,England and Wales,,65 to 69,Female,,4.7
2006,England and Wales,,65 to 69,Female,,4.4
2007,England and Wales,,65 to 69,Female,,4.3
2008,England and Wales,,65 to 69,Female,,4.8
2009,England and Wales,,65 to 69,Female,,4.3
2010,England and Wales,,65 to 69,Female,,4.4
2011,England and Wales,,65 to 69,Female,,3.9
2012,England and Wales,,65 to 69,Female,,3.7
2013,England and Wales,,65 to 69,Female,,4
2014,England and Wales,,65 to 69,Female,,4.4
2015,England and Wales,,65 to 69,Female,,4.4
2016,England and Wales,,65 to 69,Female,,3.8
2000,England and Wales,,70 to 74,Female,,5.9
2001,England and Wales,,70 to 74,Female,,5.5
2002,England and Wales,,70 to 74,Female,,4.8
2003,England and Wales,,70 to 74,Female,,4.6
2004,England and Wales,,70 to 74,Female,,5.9
2005,England and Wales,,70 to 74,Female,,3.8
2006,England and Wales,,70 to 74,Female,,3.6
2007,England and Wales,,70 to 74,Female,,3.9
2008,England and Wales,,70 to 74,Female,,3.6
2009,England and Wales,,70 to 74,Female,,3.6
2010,England and Wales,,70 to 74,Female,,4.1
2011,England and Wales,,70 to 74,Female,,4
2012,England and Wales,,70 to 74,Female,,3.6
2013,England and Wales,,70 to 74,Female,,3.4
2014,England and Wales,,70 to 74,Female,,4.7
2015,England and Wales,,70 to 74,Female,,4.8
2016,England and Wales,,70 to 74,Female,,3.4
2000,England and Wales,,75 to 79,Female,,5.9
2001,England and Wales,,75 to 79,Female,,5.9
2002,England and Wales,,75 to 79,Female,,5.3
2003,England and Wales,,75 to 79,Female,,6.5
2004,England and Wales,,75 to 79,Female,,7.1
2005,England and Wales,,75 to 79,Female,,4.2
2006,England and Wales,,75 to 79,Female,,4
2007,England and Wales,,75 to 79,Female,,4.1
2008,England and Wales,,75 to 79,Female,,4.1
2009,England and Wales,,75 to 79,Female,,4.3
2010,England and Wales,,75 to 79,Female,,4.2
2011,England and Wales,,75 to 79,Female,,3.8
2012,England and Wales,,75 to 79,Female,,3.6
2013,England and Wales,,75 to 79,Female,,4.1
2014,England and Wales,,75 to 79,Female,,4
2015,England and Wales,,75 to 79,Female,,4.8
2016,England and Wales,,75 to 79,Female,,2.6
2000,England and Wales,,80 to 84,Female,,5.8
2001,England and Wales,,80 to 84,Female,,5.9
2002,England and Wales,,80 to 84,Female,,6.6
2003,England and Wales,,80 to 84,Female,,5.7
2004,England and Wales,,80 to 84,Female,,6.1
2005,England and Wales,,80 to 84,Female,,5.5
2006,England and Wales,,80 to 84,Female,,5.8
2007,England and Wales,,80 to 84,Female,,4.9
2008,England and Wales,,80 to 84,Female,,5.7
2009,England and Wales,,80 to 84,Female,,5.3
2010,England and Wales,,80 to 84,Female,,4.2
2011,England and Wales,,80 to 84,Female,,5.5
2012,England and Wales,,80 to 84,Female,,5.4
2013,England and Wales,,80 to 84,Female,,4.8
2014,England and Wales,,80 to 84,Female,,4.4
2015,England and Wales,,80 to 84,Female,,4.7
2016,England and Wales,,80 to 84,Female,,3.1
2000,England and Wales,,85 to 89,Female,,9
2001,England and Wales,,85 to 89,Female,,6.4
2002,England and Wales,,85 to 89,Female,,10.2
2003,England and Wales,,85 to 89,Female,,6.7
2004,England and Wales,,85 to 89,Female,,7.5
2005,England and Wales,,85 to 89,Female,,6.2
2006,England and Wales,,85 to 89,Female,,5.3
2007,England and Wales,,85 to 89,Female,,5.3
2008,England and Wales,,85 to 89,Female,,3.3
2009,England and Wales,,85 to 89,Female,,5
2010,England and Wales,,85 to 89,Female,,4.3
2011,England and Wales,,85 to 89,Female,,6.4
2012,England and Wales,,85 to 89,Female,,3.8
2013,England and Wales,,85 to 89,Female,,5.5
2014,England and Wales,,85 to 89,Female,,6
2015,England and Wales,,85 to 89,Female,,5.2
2016,England and Wales,,85 to 89,Female,,3.7
2000,England and Wales,,90 and over,Female,,5.9
2001,England and Wales,,90 and over,Female,,7.6
2002,England and Wales,,90 and over,Female,,7.8
2003,England and Wales,,90 and over,Female,,9.8
2004,England and Wales,,90 and over,Female,,10
2005,England and Wales,,90 and over,Female,,7.7
2006,England and Wales,,90 and over,Female,,4.9
2007,England and Wales,,90 and over,Female,,3.5
2008,England and Wales,,90 and over,Female,,5.1
2009,England and Wales,,90 and over,Female,,6.7
2010,England and Wales,,90 and over,Female,,4.3
2011,England and Wales,,90 and over,Female,,4.3
2012,England and Wales,,90 and over,Female,,5.6
2013,England and Wales,,90 and over,Female,,5.8
2014,England and Wales,,90 and over,Female,,5.9
2015,England and Wales,,90 and over,Female,,5.9
2016,England and Wales,,90 and over,Female,,6.4
2001,England,,10 to 14,,,0.2
2002,England,,10 to 14,,,0.2
2004,England,,10 to 14,,,0.1
2006,England,,10 to 14,,,0.1
2007,England,,10 to 14,,,0.2
2008,England,,10 to 14,,,0.2
2011,England,,10 to 14,,,0.3
2012,England,,10 to 14,,,0.2
2013,England,,10 to 14,,,0.2
2014,England,,10 to 14,,,0.2
2015,England,,10 to 14,,,0.3
2000,England,,15 to 19,,,4.8
2001,England,,15 to 19,,,5.5
2002,England,,15 to 19,,,4.7
2003,England,,15 to 19,,,3.9
2004,England,,15 to 19,,,4.3
2005,England,,15 to 19,,,4.2
2006,England,,15 to 19,,,3.4
2007,England,,15 to 19,,,3.5
2008,England,,15 to 19,,,3.5
2009,England,,15 to 19,,,3.6
2010,England,,15 to 19,,,3.2
2011,England,,15 to 19,,,3.7
2012,England,,15 to 19,,,3.5
2013,England,,15 to 19,,,3.8
2014,England,,15 to 19,,,4.4
2015,England,,15 to 19,,,5.4
2016,England,,15 to 19,,,4.5
2000,England,,20 to 24,,,12.2
2001,England,,20 to 24,,,9.9
2002,England,,20 to 24,,,9.5
2003,England,,20 to 24,,,9.7
2004,England,,20 to 24,,,9.2
2005,England,,20 to 24,,,8.5
2006,England,,20 to 24,,,7.5
2007,England,,20 to 24,,,7.4
2008,England,,20 to 24,,,8.6
2009,England,,20 to 24,,,8
2010,England,,20 to 24,,,8.4
2011,England,,20 to 24,,,8.3
2012,England,,20 to 24,,,8.3
2013,England,,20 to 24,,,8
2014,England,,20 to 24,,,8.6
2015,England,,20 to 24,,,8.7
2016,England,,20 to 24,,,9
2000,England,,25 to 29,,,14.5
2001,England,,25 to 29,,,12.5
2002,England,,25 to 29,,,13.3
2003,England,,25 to 29,,,11.2
2004,England,,25 to 29,,,11.4
2005,England,,25 to 29,,,10
2006,England,,25 to 29,,,9.4
2007,England,,25 to 29,,,8.5
2008,England,,25 to 29,,,9.5
2009,England,,25 to 29,,,10.8
2010,England,,25 to 29,,,8.1
2011,England,,25 to 29,,,9
2012,England,,25 to 29,,,9.8
2013,England,,25 to 29,,,8.5
2014,England,,25 to 29,,,9.4
2015,England,,25 to 29,,,9.3
2016,England,,25 to 29,,,9.4
2000,England,,30 to 34,,,14.1
2001,England,,30 to 34,,,14.2
2002,England,,30 to 34,,,13.6
2003,England,,30 to 34,,,13.7
2004,England,,30 to 34,,,12.8
2005,England,,30 to 34,,,12.7
2006,England,,30 to 34,,,10.9
2007,England,,30 to 34,,,11.7
2008,England,,30 to 34,,,11.6
2009,England,,30 to 34,,,10
2010,England,,30 to 34,,,9.9
2011,England,,30 to 34,,,10.1
2012,England,,30 to 34,,,10.1
2013,England,,30 to 34,,,10.2
2014,England,,30 to 34,,,10.6
2015,England,,30 to 34,,,10.7
2016,England,,30 to 34,,,10.6
2000,England,,35 to 39,,,14.6
2001,England,,35 to 39,,,13.4
2002,England,,35 to 39,,,14
2003,England,,35 to 39,,,14
2004,England,,35 to 39,,,14.1
2005,England,,35 to 39,,,14
2006,England,,35 to 39,,,13
2007,England,,35 to 39,,,12.7
2008,England,,35 to 39,,,13
2009,England,,35 to 39,,,13.7
2010,England,,35 to 39,,,12.4
2011,England,,35 to 39,,,12.9
2012,England,,35 to 39,,,12.6
2013,England,,35 to 39,,,13.4
2014,England,,35 to 39,,,11.7
2015,England,,35 to 39,,,11.7
2016,England,,35 to 39,,,10.6
2000,England,,40 to 44,,,13.4
2001,England,,40 to 44,,,12.8
2002,England,,40 to 44,,,13
2003,England,,40 to 44,,,14.1
2004,England,,40 to 44,,,13.9
2005,England,,40 to 44,,,13.5
2006,England,,40 to 44,,,12.5
2007,England,,40 to 44,,,12.4
2008,England,,40 to 44,,,14
2009,England,,40 to 44,,,14
2010,England,,40 to 44,,,13.2
2011,England,,40 to 44,,,14.7
2012,England,,40 to 44,,,14.7
2013,England,,40 to 44,,,14.9
2014,England,,40 to 44,,,15.1
2015,England,,40 to 44,,,13.6
2016,England,,40 to 44,,,14
2000,England,,45 to 49,,,14.5
2001,England,,45 to 49,,,13.7
2002,England,,45 to 49,,,13.2
2003,England,,45 to 49,,,12.9
2004,England,,45 to 49,,,13
2005,England,,45 to 49,,,14.1
2006,England,,45 to 49,,,12.8
2007,England,,45 to 49,,,11.4
2008,England,,45 to 49,,,12.5
2009,England,,45 to 49,,,13.3
2010,England,,45 to 49,,,12.3
2011,England,,45 to 49,,,14.1
2012,England,,45 to 49,,,15.1
2013,England,,45 to 49,,,15
2014,England,,45 to 49,,,16
2015,England,,45 to 49,,,14.6
2016,England,,45 to 49,,,13.9
2000,England,,50 to 54,,,12
2001,England,,50 to 54,,,12.6
2002,England,,50 to 54,,,11.9
2003,England,,50 to 54,,,12
2004,England,,50 to 54,,,12.7
2005,England,,50 to 54,,,12.6
2006,England,,50 to 54,,,12.6
2007,England,,50 to 54,,,11.6
2008,England,,50 to 54,,,12.4
2009,England,,50 to 54,,,12.6
2010,England,,50 to 54,,,12.7
2011,England,,50 to 54,,,14.8
2012,England,,50 to 54,,,14.3
2013,England,,50 to 54,,,14.7
2014,England,,50 to 54,,,16
2015,England,,50 to 54,,,14
2016,England,,50 to 54,,,14
2000,England,,55 to 59,,,11.6
2001,England,,55 to 59,,,11.8
2002,England,,55 to 59,,,10.8
2003,England,,55 to 59,,,10.4
2004,England,,55 to 59,,,10.8
2005,England,,55 to 59,,,10.7
2006,England,,55 to 59,,,11.7
2007,England,,55 to 59,,,10.4
2008,England,,55 to 59,,,11.3
2009,England,,55 to 59,,,12.2
2010,England,,55 to 59,,,11.7
2011,England,,55 to 59,,,11.5
2012,England,,55 to 59,,,12.1
2013,England,,55 to 59,,,13.5
2014,England,,55 to 59,,,12.5
2015,England,,55 to 59,,,13.1
2016,England,,55 to 59,,,12.3
2000,England,,60 to 64,,,8.4
2001,England,,60 to 64,,,9.3
2002,England,,60 to 64,,,8.1
2003,England,,60 to 64,,,8.9
2004,England,,60 to 64,,,8.7
2005,England,,60 to 64,,,9.3
2006,England,,60 to 64,,,9.5
2007,England,,60 to 64,,,8.9
2008,England,,60 to 64,,,8.6
2009,England,,60 to 64,,,8.8
2010,England,,60 to 64,,,9.9
2011,England,,60 to 64,,,8.9
2012,England,,60 to 64,,,8.5
2013,England,,60 to 64,,,10.4
2014,England,,60 to 64,,,10
2015,England,,60 to 64,,,10.9
2016,England,,60 to 64,,,8.9
2000,England,,65 to 69,,,9
2001,England,,65 to 69,,,7.8
2002,England,,65 to 69,,,8.7
2003,England,,65 to 69,,,7.4
2004,England,,65 to 69,,,9.3
2005,England,,65 to 69,,,7.8
2006,England,,65 to 69,,,7.8
2007,England,,65 to 69,,,7.4
2008,England,,65 to 69,,,7.5
2009,England,,65 to 69,,,7.2
2010,England,,65 to 69,,,7
2011,England,,65 to 69,,,7.2
2012,England,,65 to 69,,,7.1
2013,England,,65 to 69,,,7.4
2014,England,,65 to 69,,,8.1
2015,England,,65 to 69,,,8.3
2016,England,,65 to 69,,,7.3
2000,England,,70 to 74,,,9.6
2001,England,,70 to 74,,,9.3
2002,England,,70 to 74,,,8
2003,England,,70 to 74,,,8.4
2004,England,,70 to 74,,,8
2005,England,,70 to 74,,,7.5
2006,England,,70 to 74,,,7
2007,England,,70 to 74,,,5.8
2008,England,,70 to 74,,,7.5
2009,England,,70 to 74,,,6.6
2010,England,,70 to 74,,,7.1
2011,England,,70 to 74,,,7.8
2012,England,,70 to 74,,,6.6
2013,England,,70 to 74,,,7.3
2014,England,,70 to 74,,,8.2
2015,England,,70 to 74,,,7.8
2016,England,,70 to 74,,,6.2
2000,England,,75 to 79,,,9.8
2001,England,,75 to 79,,,10.2
2002,England,,75 to 79,,,7.9
2003,England,,75 to 79,,,10.4
2004,England,,75 to 79,,,9.2
2005,England,,75 to 79,,,7
2006,England,,75 to 79,,,7.9
2007,England,,75 to 79,,,7.2
2008,England,,75 to 79,,,6.8
2009,England,,75 to 79,,,7.9
2010,England,,75 to 79,,,7.5
2011,England,,75 to 79,,,7.6
2012,England,,75 to 79,,,6.2
2013,England,,75 to 79,,,7.7
2014,England,,75 to 79,,,8.3
2015,England,,75 to 79,,,7.6
2016,England,,75 to 79,,,6.3
2000,England,,80 to 84,,,10.2
2001,England,,80 to 84,,,9.8
2002,England,,80 to 84,,,9.2
2003,England,,80 to 84,,,9.7
2004,England,,80 to 84,,,11.5
2005,England,,80 to 84,,,10.6
2006,England,,80 to 84,,,9.3
2007,England,,80 to 84,,,9.8
2008,England,,80 to 84,,,9.7
2009,England,,80 to 84,,,9.4
2010,England,,80 to 84,,,8.8
2011,England,,80 to 84,,,8.5
2012,England,,80 to 84,,,8.1
2013,England,,80 to 84,,,8.7
2014,England,,80 to 84,,,9.1
2015,England,,80 to 84,,,9.3
2016,England,,80 to 84,,,8.2
2000,England,,85 to 89,,,15.5
2001,England,,85 to 89,,,12.7
2002,England,,85 to 89,,,13.1
2003,England,,85 to 89,,,10.8
2004,England,,85 to 89,,,13.2
2005,England,,85 to 89,,,12.7
2006,England,,85 to 89,,,10.1
2007,England,,85 to 89,,,9.5
2008,England,,85 to 89,,,8.2
2009,England,,85 to 89,,,9
2010,England,,85 to 89,,,7.4
2011,England,,85 to 89,,,10.1
2012,England,,85 to 89,,,8.9
2013,England,,85 to 89,,,11.9
2014,England,,85 to 89,,,10.4
2015,England,,85 to 89,,,10.2
2016,England,,85 to 89,,,8.8
2000,England,,90 and over,,,10
2001,England,,90 and over,,,12.8
2002,England,,90 and over,,,12.1
2003,England,,90 and over,,,14.7
2004,England,,90 and over,,,16.1
2005,England,,90 and over,,,13.5
2006,England,,90 and over,,,10.1
